id,idEleccion,codigoMesa,idUbigeo,ubigeoNivel01,ubigeoNivel02,ubigeoNivel03,nombreLocalVotacion,totalElectoresHabiles,descripcionEstadoActa,estadoDescripcionActaResolucion,ts_digitalizacion_ms,ts_digitacion_ms,ts_contabilizacion_ms,ts_observada_ms,hora_digitaliz_lima,proc_segundos,flag_flash_acta,flag_hora_anomala
2028209020110,10,020282,90201,HUÁNUCO,AMBO,AMBO,IEI JULIO BENAVIDES SANGUINETTI,300,Para envío al JEE,Acta sin firmas,1776060244000,1776060257000,,1776064738000,2026-04-13 01:04,,,False
2028709020110,10,020287,90201,HUÁNUCO,AMBO,AMBO,IEI JULIO BENAVIDES SANGUINETTI,300,Para envío al JEE,Acta con error aritmético,1776060248000,1776060327000,,1776064771000,2026-04-13 01:04,,,False
2031409020110,10,020314,90201,HUÁNUCO,AMBO,AMBO,IE JUAN JOSE CRESPO Y CASTILLO,299,Contabilizada,,1776058108000,1776058129000,,1776064810000,2026-04-13 00:28,,,False
2032009020210,10,020320,90202,HUÁNUCO,AMBO,CAYNA,IEI MANUEL GONZALES PRADA,275,Para envío al JEE,Acta con error aritmético,1776082412000,1776082432000,,1776188748000,2026-04-13 07:13,,,False
2032109020210,10,020321,90202,HUÁNUCO,AMBO,CAYNA,IEI MANUEL GONZALES PRADA,274,Para envío al JEE,Acta sin firmas,1776081937000,1776082090000,,1776188749000,2026-04-13 07:05,,,False
90234409020310,10,902344,90203,HUÁNUCO,AMBO,COLPAS,IEI 32145 JOSE ANTONIO ENCINAS FRANCO,246,Para envío al JEE,Acta con error aritmético,1776067444000,1776067460000,,1776192564000,2026-04-13 03:04,,,True
2033509020410,10,020335,90204,HUÁNUCO,AMBO,CONCHAMARCA,IE SAN LORENZO,250,Para envío al JEE,Acta con error aritmético,1776067797000,1776067813000,,1776190094000,2026-04-13 03:09,,,True
2033609020410,10,020336,90204,HUÁNUCO,AMBO,CONCHAMARCA,IE SAN LORENZO,299,Para envío al JEE,Acta sin firmas,1776053316000,1776053652000,,1776064845000,2026-04-12 23:08,,,False
2033809020410,10,020338,90204,HUÁNUCO,AMBO,CONCHAMARCA,IE SAN LORENZO,299,Para envío al JEE,Acta con error aritmético,1776053320000,1776053692000,,1776064882000,2026-04-12 23:08,,,False
2036009020510,10,020360,90205,HUÁNUCO,AMBO,HUACAR,IE 32150,300,Para envío al JEE,Acta sin firmas,1776171837000,1776173587000,,1776190138000,2026-04-14 08:03,,,False
2038309020710,10,020383,90207,HUÁNUCO,AMBO,SAN RAFAEL,IE 32159 DIVINO MAESTRO,300,Para envío al JEE,Acta con error aritmético,1776081925000,1776082261000,,1776190188000,2026-04-13 07:05,,,False
2038409020710,10,020384,90207,HUÁNUCO,AMBO,SAN RAFAEL,IE 32159 DIVINO MAESTRO,300,Para envío al JEE,Acta con error aritmético,1776082411000,1776082536000,,1776190218000,2026-04-13 07:13,,,False
2039209020710,10,020392,90207,HUÁNUCO,AMBO,SAN RAFAEL,IE VICTOR RAUL HAYA DE LA TORRE,288,Para envío al JEE,Acta con error aritmético,1776080936000,1776082080000,,1776190250000,2026-04-13 06:48,,,False
2039409020710,10,020394,90207,HUÁNUCO,AMBO,SAN RAFAEL,IE VICTOR RAUL HAYA DE LA TORRE,288,Para envío al JEE,Acta con error aritmético,1776090568000,1776090582000,,1776190290000,2026-04-13 09:29,,,False
2039709020710,10,020397,90207,HUÁNUCO,AMBO,SAN RAFAEL,IE VICTOR RAUL HAYA DE LA TORRE,287,Contabilizada,,1776080932000,1776082080000,,1776190325000,2026-04-13 06:48,,,False
2040609020810,10,020406,90208,HUÁNUCO,AMBO,TOMAY - KICHWA,IE RICARDO FLORES GUTIERREZ,285,Para envío al JEE,Acta con error aritmético,1776082406000,1776082596000,,1776190429000,2026-04-13 07:13,,,False
2042909030710,10,020429,90307,HUÁNUCO,DOS DE MAYO,CHUQUIS,IE 32224,279,Para envío al JEE,Acta con error aritmético,1776094110000,1776095353000,,1776179312000,2026-04-13 10:28,,,False
90219009030710,10,902190,90307,HUÁNUCO,DOS DE MAYO,CHUQUIS,IEI DANIEL ALOMIA ROBLES,221,Para envío al JEE,Acta con error aritmético,1776080624000,1776080675000,,1776179502000,2026-04-13 06:43,,,False
2041409030110,10,020414,90301,HUÁNUCO,DOS DE MAYO,LA UNIÓN,IE AURELIO CARDENAS PACHAS,224,Para envío al JEE,Acta con error aritmético,1776098720000,1776100152000,,1776179778000,2026-04-13 11:45,,,False
2044209031210,10,020442,90312,HUÁNUCO,DOS DE MAYO,MARÍAS,IE JAVIER PULGAR VIDAL,273,Para envío al JEE,Acta con error aritmético,1776099974000,1776100438000,,1776179283000,2026-04-13 12:06,,,False
2044809031410,10,020448,90314,HUÁNUCO,DOS DE MAYO,PACHAS,IE AUGUSTO CARDICH LOARTE,291,Para envío al JEE,Acta con error aritmético,1776096165000,1776099640000,,1776179476000,2026-04-13 11:02,,,False
2045309031410,10,020453,90314,HUÁNUCO,DOS DE MAYO,PACHAS,IE AUGUSTO CARDICH LOARTE,291,Para envío al JEE,Acta con error aritmético,1776105097000,1776106447000,,1776240767000,2026-04-13 13:31,,,False
2048009031710,10,020480,90317,HUÁNUCO,DOS DE MAYO,RIPÁN,IESPP HERMILIO VALDIZAN,276,Para envío al JEE,Acta con error aritmético,1776103044000,1776103083000,,1776179349000,2026-04-13 12:57,,,False
2048309031710,10,020483,90317,HUÁNUCO,DOS DE MAYO,RIPÁN,IESPP HERMILIO VALDIZAN,275,Para envío al JEE,Acta con error aritmético,1776103050000,1776103125000,,1776180061000,2026-04-13 12:57,,,False
90220409031710,10,902204,90317,HUÁNUCO,DOS DE MAYO,RIPÁN,IE SENOR DE LOS MILAGROS,213,Para envío al JEE,Acta con error aritmético,1776089852000,1776091253000,,1776179740000,2026-04-13 09:17,,,False
90225409090310,10,902254,90903,HUÁNUCO,HUACAYBAMBA,CANCHABAMBA,IE INTEGRADO JOSE MARIA ARGUEDAS 84102,251,Para envío al JEE,Acta con error aritmético,1776116402000,1776119551000,,1776179712000,2026-04-13 16:40,,,False
2136809090410,10,021368,90904,HUÁNUCO,HUACAYBAMBA,COCHABAMBA,IE JOSE CARLOS MARIATEGUI,250,Para envío al JEE,"Acta con error aritmético, Acta ilegible",1776092102000,1776092236000,,1776179118000,2026-04-13 09:55,,,False
90225709090410,10,902257,90904,HUÁNUCO,HUACAYBAMBA,COCHABAMBA,IE157 INICIAL,151,Para envío al JEE,Acta impugnada,1776080621000,1776080639000,,1776179376000,2026-04-13 06:43,,,False
2134009090110,10,021340,90901,HUÁNUCO,HUACAYBAMBA,HUACAYBAMBA,IE SANTIAGO ANTUNEZ DE MAYOLO,300,Para envío al JEE,Acta con error aritmético,1776117675000,1776119412000,,1776179066000,2026-04-13 17:01,,,False
2134209090110,10,021342,90901,HUÁNUCO,HUACAYBAMBA,HUACAYBAMBA,IE SANTIAGO ANTUNEZ DE MAYOLO,300,Para envío al JEE,Acta con error aritmético,1776117673000,1776119510000,,1776179178000,2026-04-13 17:01,,,False
2135009090210,10,021350,90902,HUÁNUCO,HUACAYBAMBA,PINRA,IE DANIEL ALOMIA ROBLES,252,Para envío al JEE,Acta con error aritmético,1776234169000,1776234440000,,1776235985000,2026-04-15 01:22,,,False
2135309090210,10,021353,90902,HUÁNUCO,HUACAYBAMBA,PINRA,IE DANIEL ALOMIA ROBLES,281,Para envío al JEE,Acta con error aritmético,1776234163000,1776234315000,,1776235925000,2026-04-15 01:22,,,False
2135409090210,10,021354,90902,HUÁNUCO,HUACAYBAMBA,PINRA,IE DANIEL ALOMIA ROBLES,281,Para envío al JEE,"Acta impugnada, Acta con error aritmético",1776234165000,1776234463000,,1776237199000,2026-04-15 01:22,,,False
2056609040410,10,020566,90404,HUÁNUCO,HUAMALIES,JACAS GRANDE,IE 32400,284,Para envío al JEE,"Acta con error aritmético, Acta sin firmas",1776097764000,1776101059000,,1776179561000,2026-04-13 11:29,,,False
2053909040110,10,020539,90401,HUÁNUCO,HUAMALIES,LLATA,IE 32385 VIRGEN DE FATIMA,299,Para envío al JEE,Acta con error aritmético,,1776075178000,,1776079232000,,,,
2059209040610,10,020592,90406,HUÁNUCO,HUAMALIES,MIRAFLORES,DANIEL JOEL JARA INGA MIRAFLORES,297,Para envío al JEE,"Acta con error aritmético, Acta ilegible",1776072878000,,,1776076124000,2026-04-13 04:34,,,True
2059309040710,10,020593,90407,HUÁNUCO,HUAMALIES,MONZÓN,IE JAVIER PEREZ DE CUELLAR,230,Para envío al JEE,Acta con error aritmético,1776143930000,1776144280000,,1776179993000,2026-04-14 00:18,,,False
2059809040710,10,020598,90407,HUÁNUCO,HUAMALIES,MONZÓN,IE JAVIER PEREZ DE CUELLAR,300,Para envío al JEE,Acta con error aritmético,1776143852000,1776144161000,,1776180029000,2026-04-14 00:17,,,False
2060109040710,10,020601,90407,HUÁNUCO,HUAMALIES,MONZÓN,IE JAVIER PEREZ DE CUELLAR,300,Para envío al JEE,Acta con error aritmético,1776143851000,1776143912000,,1776179845000,2026-04-14 00:17,,,False
2060309040710,10,020603,90407,HUÁNUCO,HUAMALIES,MONZÓN,IE JAVIER PEREZ DE CUELLAR,300,Para envío al JEE,Acta con error aritmético,1776143934000,1776144308000,,1776179810000,2026-04-14 00:18,,,False
2062009040710,10,020620,90407,HUÁNUCO,HUAMALIES,MONZÓN,IE 32405,295,Para envío al JEE,Acta con error aritmético,1776185269000,1776185436000,,1776234675000,2026-04-14 11:47,,,False
2062709040810,10,020627,90408,HUÁNUCO,HUAMALIES,PUNCHAO,IE 32412,277,Para envío al JEE,Acta con error aritmético,1776087271000,1776088543000,,1776179678000,2026-04-13 08:34,,,False
2064109041010,10,020641,90410,HUÁNUCO,HUAMALIES,SINGA,IE 32417,300,Para envío al JEE,Acta con error aritmético,1776092730000,1776092918000,,1776182003000,2026-04-13 10:05,,,False
90223809041110,10,902238,90411,HUÁNUCO,HUAMALIES,TANTAMAYO,IE 32481,234,Para envío al JEE,"Acta con error aritmético, Acta ilegible",1776083914000,1776083931000,,1776179602000,2026-04-13 07:38,,,False
1991809011010,10,019918,90110,HUÁNUCO,HUÁNUCO,AMARILIS,IE 32005 ESTEBAN PAVLETICH,299,Para envío al JEE,Acta con error aritmético,1776067623000,1776067639000,,1776187631000,2026-04-13 03:07,,,True
1994209011010,10,019942,90110,HUÁNUCO,HUÁNUCO,AMARILIS,IE CESAR VALLEJO,299,Para envío al JEE,Acta con error aritmético,1776051261000,1776051276000,,1776064345000,2026-04-12 22:34,,,False
1994809011010,10,019948,90110,HUÁNUCO,HUÁNUCO,AMARILIS,IE CESAR VALLEJO,299,Para envío al JEE,"Acta con error aritmético, Acta ilegible",1776047120000,1776047136000,,1776064377000,2026-04-12 21:25,,,False
1995309011010,10,019953,90110,HUÁNUCO,HUÁNUCO,AMARILIS,IE EL AMAUTA JOSE CARLOS MARIATEGUI,299,Para envío al JEE,Acta sin firmas,1776100223000,1776100577000,,1776187632000,2026-04-13 12:10,,,False
1998209011010,10,019982,90110,HUÁNUCO,HUÁNUCO,AMARILIS,IEI 32223 MARIANO DAMASO BERAUN,299,Para envío al JEE,Acta sin firmas,1776049097000,1776049112000,,1776064426000,2026-04-12 21:58,,,False
2003209011010,10,020032,90110,HUÁNUCO,HUÁNUCO,AMARILIS,IE MARINO ADRIAN MEZA ROSALES,299,Para envío al JEE,Acta con error aritmético,1776052668000,1776052685000,,1776064467000,2026-04-12 22:57,,,False
2006709011010,10,020067,90110,HUÁNUCO,HUÁNUCO,AMARILIS,IE JAVIER PULGAR VIDAL,299,Para envío al JEE,Acta con error aritmético,1776198837000,1776198962000,,1776272030000,2026-04-14 15:33,,,False
2006909011010,10,020069,90110,HUÁNUCO,HUÁNUCO,AMARILIS,IE JAVIER PULGAR VIDAL,299,Para envío al JEE,Acta con error aritmético,1776066695000,1776066717000,,1776188746000,2026-04-13 02:51,,,True
2007409011010,10,020074,90110,HUÁNUCO,HUÁNUCO,AMARILIS,IE 32927 MIRKO A VALVERDE ALMEIDA,299,Para envío al JEE,Acta con error aritmético,1776055502000,1776055517000,,1776064500000,2026-04-12 23:45,,,False
2010509011010,10,020105,90110,HUÁNUCO,HUÁNUCO,AMARILIS,IE 32014 JULIO ARMANDO RUIZ VASQUEZ,288,Para envío al JEE,Acta con error aritmético,1776050444000,1776050463000,,1776064527000,2026-04-12 22:20,,,False
2011809011010,10,020118,90110,HUÁNUCO,HUÁNUCO,AMARILIS,IE 32014 JULIO ARMANDO RUIZ VASQUEZ,288,Para envío al JEE,Acta sin firmas,1776096709000,1776097044000,,1776188747000,2026-04-13 11:11,,,False
2012609011010,10,020126,90110,HUÁNUCO,HUÁNUCO,AMARILIS,IEI 013 PAUCARBAMBA,299,Para envío al JEE,Acta con error aritmético,1776099757000,1776099955000,,1776188747000,2026-04-13 12:02,,,False
2012709011010,10,020127,90110,HUÁNUCO,HUÁNUCO,AMARILIS,IEI 013 PAUCARBAMBA,299,Para envío al JEE,Acta con error aritmético,1776097230000,1776097585000,,1776188747000,2026-04-13 11:20,,,False
2012909011010,10,020129,90110,HUÁNUCO,HUÁNUCO,AMARILIS,IEI 013 PAUCARBAMBA,299,Para envío al JEE,Acta impugnada,1776097232000,1776097350000,,1776188747000,2026-04-13 11:20,,,False
2013009011010,10,020130,90110,HUÁNUCO,HUÁNUCO,AMARILIS,IEI 013 PAUCARBAMBA,299,Para envío al JEE,Acta con error aritmético,1776097226000,1776097491000,,1776188748000,2026-04-13 11:20,,,False
1972409010210,10,019724,90102,HUÁNUCO,HUÁNUCO,CHINCHAO,IE NUESTRA SEÑORA DE LOURDES,285,Para envío al JEE,Acta con error aritmético,1776092423000,1776092439000,,1776185114000,2026-04-13 10:00,,,False
1973709010210,10,019737,90102,HUÁNUCO,HUÁNUCO,CHINCHAO,IE NUESTRA SEÑORA DE LOURDES,284,Para envío al JEE,Acta con error aritmético,1776120050000,1776120066000,,1776185114000,2026-04-13 17:40,,,False
1974009010210,10,019740,90102,HUÁNUCO,HUÁNUCO,CHINCHAO,IEI 016,300,Para envío al JEE,Acta con error aritmético,1776089712000,1776089801000,,1776185114000,2026-04-13 09:15,,,False
1974409010210,10,019744,90102,HUÁNUCO,HUÁNUCO,CHINCHAO,IEI 32929 SEÑOR DE LA EXALTACION,300,Para envío al JEE,Acta con error aritmético,1776100279000,1776100429000,,1776185115000,2026-04-13 12:11,,,False
1974609010210,10,019746,90102,HUÁNUCO,HUÁNUCO,CHINCHAO,IEI 32929 SEÑOR DE LA EXALTACION,300,Para envío al JEE,Acta con error aritmético,1776100274000,1776100674000,,1776185115000,2026-04-13 12:11,,,False
1975009010210,10,019750,90102,HUÁNUCO,HUÁNUCO,CHINCHAO,IEI 32929 SEÑOR DE LA EXALTACION,300,Para envío al JEE,Acta con error aritmético,1776106481000,1776106533000,,1776185115000,2026-04-13 13:54,,,False
1978309010310,10,019783,90103,HUÁNUCO,HUÁNUCO,CHURUBAMBA,IE 32023 MARIANO SILVA GOMEZ,300,Para envío al JEE,Acta con error aritmético,1776176214000,1776176233000,,1776187628000,2026-04-14 09:16,,,False
1978509010310,10,019785,90103,HUÁNUCO,HUÁNUCO,CHURUBAMBA,IE 32023 MARIANO SILVA GOMEZ,300,Para envío al JEE,Acta con error aritmético,1776093561000,1776093818000,,1776187628000,2026-04-13 10:19,,,False
1978909010310,10,019789,90103,HUÁNUCO,HUÁNUCO,CHURUBAMBA,IE 32023 MARIANO SILVA GOMEZ,300,Para envío al JEE,Acta con error aritmético,1776093565000,1776093854000,,1776187628000,2026-04-13 10:19,,,False
1979009010310,10,019790,90103,HUÁNUCO,HUÁNUCO,CHURUBAMBA,IE 32023 MARIANO SILVA GOMEZ,300,Para envío al JEE,Acta con error aritmético,1776093564000,1776093681000,,1776187628000,2026-04-13 10:19,,,False
1979309010310,10,019793,90103,HUÁNUCO,HUÁNUCO,CHURUBAMBA,IE 32079 SAMUEL CARDICH AMPUDIA,286,Para envío al JEE,Acta con error aritmético,1776092920000,1776093043000,,1776187628000,2026-04-13 10:08,,,False
90227109010310,10,902271,90103,HUÁNUCO,HUÁNUCO,CHURUBAMBA,IE 32076 JAVIER PULGAR VIDAL,237,Para envío al JEE,Acta con error aritmético,1776097228000,1776097433000,,1776192453000,2026-04-13 11:20,,,False
90227509010310,10,902275,90103,HUÁNUCO,HUÁNUCO,CHURUBAMBA,IE 32873 LIBERTADOR RAMON CASTILLA,253,Para envío al JEE,Acta con error aritmético,,1776066195000,,1776068642000,,,,
90228609010310,10,902286,90103,HUÁNUCO,HUÁNUCO,CHURUBAMBA,IE 33124,290,Para envío al JEE,Acta con error aritmético,1776099763000,1776100162000,,1776192490000,2026-04-13 12:02,,,False
1952709010110,10,019527,90101,HUÁNUCO,HUÁNUCO,HUÁNUCO,IE 33130,300,Contabilizada,,1776054845000,1776054861000,,1776062209000,2026-04-12 23:34,,,False
1953609010110,10,019536,90101,HUÁNUCO,HUÁNUCO,HUÁNUCO,IE HEROES DE JACTAY,300,Para envío al JEE,Acta sin firmas,1776053413000,1776053545000,,1776063541000,2026-04-12 23:10,,,False
1954009010110,10,019540,90101,HUÁNUCO,HUÁNUCO,HUÁNUCO,IE HEROES DE JACTAY,300,Contabilizada,,1776053410000,1776053554000,,1776063576000,2026-04-12 23:10,,,False
1954909010110,10,019549,90101,HUÁNUCO,HUÁNUCO,HUÁNUCO,IEP ECLESIAL LA IMACULADA CONCEPCION,300,Para envío al JEE,Acta sin firmas,1776051758000,1776051772000,,1776063611000,2026-04-12 22:42,,,False
1956709010110,10,019567,90101,HUÁNUCO,HUÁNUCO,HUÁNUCO,IEP ECLESIAL LA IMACULADA CONCEPCION,300,Para envío al JEE,Acta sin firmas,1776060380000,1776060404000,,1776063653000,2026-04-13 01:06,,,False
1957009010110,10,019570,90101,HUÁNUCO,HUÁNUCO,HUÁNUCO,IESPP ESTEBAN PAVLETICH,300,Para envío al JEE,Acta con error aritmético,1776053303000,1776053683000,,1776063694000,2026-04-12 23:08,,,False
1959609010110,10,019596,90101,HUÁNUCO,HUÁNUCO,HUÁNUCO,IEI 003 LAURITA VICUÑA,300,Para envío al JEE,Acta con error aritmético,1776050393000,1776050412000,,1776063736000,2026-04-12 22:19,,,False
1963209010110,10,019632,90101,HUÁNUCO,HUÁNUCO,HUÁNUCO,IE GRAN UNIDAD ESCOLAR LEONCIO PRADO,237,Para envío al JEE,Acta con error aritmético,1776050672000,1776050689000,,1776063762000,2026-04-12 22:24,,,False
1964209010110,10,019642,90101,HUÁNUCO,HUÁNUCO,HUÁNUCO,IE GRAN UNIDAD ESCOLAR LEONCIO PRADO,300,Para envío al JEE,Acta con error aritmético,1776062609000,1776062740000,,1776064084000,2026-04-13 01:43,,,False
1966309010110,10,019663,90101,HUÁNUCO,HUÁNUCO,HUÁNUCO,IE GRAN UNIDAD ESCOLAR LEONCIO PRADO,299,Para envío al JEE,Acta con error aritmético,1776063613000,1776063627000,,1776185114000,2026-04-13 02:00,,,True
1966909010110,10,019669,90101,HUÁNUCO,HUÁNUCO,HUÁNUCO,IE GRAN UNIDAD ESCOLAR LEONCIO PRADO,299,Para envío al JEE,Acta sin firmas,1776055331000,1776055348000,,1776064130000,2026-04-12 23:42,,,False
1968509010110,10,019685,90101,HUÁNUCO,HUÁNUCO,HUÁNUCO,IE NUESTRA SEÑORA DE LAS MERCEDES,230,Para envío al JEE,Acta con error aritmético,1776051342000,1776051357000,,1776064230000,2026-04-12 22:35,,,False
1968809010110,10,019688,90101,HUÁNUCO,HUÁNUCO,HUÁNUCO,IE NUESTRA SEÑORA DE LAS MERCEDES,300,Para envío al JEE,Acta con error aritmético,1776051341000,1776051358000,,1776064284000,2026-04-12 22:35,,,False
1971309010110,10,019713,90101,HUÁNUCO,HUÁNUCO,HUÁNUCO,IE 32046 DANIEL ALOMIA ROBLES,300,Para envío al JEE,Acta con error aritmético,1776049845000,1776049862000,,1776064312000,2026-04-12 22:10,,,False
1980509010410,10,019805,90104,HUÁNUCO,HUÁNUCO,MARGOS,IE JESUS DE NAZARENO,291,Para envío al JEE,Acta con error aritmético,1776189754000,1776190057000,,1776191978000,2026-04-14 13:02,,,False
1981209010410,10,019812,90104,HUÁNUCO,HUÁNUCO,MARGOS,IE JESUS DE NAZARENO,290,Contabilizada,,1776189754000,1776197882000,,1776271924000,2026-04-14 13:02,,,False
2017209011110,10,020172,90111,HUÁNUCO,HUÁNUCO,PILLCO MARCA,IEP AUGUSTO CARDICH,292,Contabilizada,,1776054378000,1776054400000,,1776064557000,2026-04-12 23:26,,,False
2018409011110,10,020184,90111,HUÁNUCO,HUÁNUCO,PILLCO MARCA,IEP AUGUSTO CARDICH,292,Contabilizada,,1776054428000,1776054558000,,1776064584000,2026-04-12 23:27,,,False
2022209011110,10,020222,90111,HUÁNUCO,HUÁNUCO,PILLCO MARCA,IEI 687,300,Para envío al JEE,Acta con error aritmético,1776052683000,1776052715000,,1776064623000,2026-04-12 22:58,,,False
1982509010510,10,019825,90105,HUÁNUCO,HUÁNUCO,QUISQUI (KICHKI),IE JUAN JOSE CRESPO Y CASTILLO,300,Para envío al JEE,"Acta con error aritmético, Acta sin firmas",1776088645000,1776088658000,,1776187629000,2026-04-13 08:57,,,False
1985509010710,10,019855,90107,HUÁNUCO,HUÁNUCO,SAN PEDRO DE CHAULÁN,IE 32034 TUPAC AMARU II,248,Contabilizada,,1776088644000,1776088659000,,1776187629000,2026-04-13 08:57,,,False
1985709010710,10,019857,90107,HUÁNUCO,HUÁNUCO,SAN PEDRO DE CHAULÁN,IE 32034 TUPAC AMARU II,288,Para envío al JEE,Acta con error aritmético,1776088658000,1776088747000,,1776187629000,2026-04-13 08:57,,,False
1985809010710,10,019858,90107,HUÁNUCO,HUÁNUCO,SAN PEDRO DE CHAULÁN,IE 32034 TUPAC AMARU II,288,Para envío al JEE,Acta con error aritmético,1776088659000,1776088722000,,1776187630000,2026-04-13 08:57,,,False
1986409010810,10,019864,90108,HUÁNUCO,HUÁNUCO,SANTA MARÍA DEL VALLE,IE JORGE BASADRE,299,Para envío al JEE,Acta con error aritmético,1776132078000,1776132095000,,1776187630000,2026-04-13 21:01,,,False
1987209010810,10,019872,90108,HUÁNUCO,HUÁNUCO,SANTA MARÍA DEL VALLE,IE JORGE BASADRE,299,Para envío al JEE,Acta con error aritmético,1776132146000,1776132591000,,1776187631000,2026-04-13 21:02,,,False
90231409010810,10,902314,90108,HUÁNUCO,HUÁNUCO,SANTA MARÍA DEL VALLE,IE 32743 SANTA ROSA DE LIMA,265,Para envío al JEE,Acta con error aritmético,1776084274000,1776084405000,,1776192512000,2026-04-13 07:44,,,False
2023509011210,10,020235,90112,HUÁNUCO,HUÁNUCO,YACUS,IE DANIEL ALOMIA ROBLES,277,Para envío al JEE,Acta con error aritmético,1776080641000,1776080657000,,1776188748000,2026-04-13 06:44,,,False
2024009011210,10,020240,90112,HUÁNUCO,HUÁNUCO,YACUS,IE DANIEL ALOMIA ROBLES,276,Para envío al JEE,Acta con error aritmético,1776080715000,1776080728000,,1776188748000,2026-04-13 06:45,,,False
90232409010910,10,902324,90109,HUÁNUCO,HUÁNUCO,YARUMAYO,IE INTEGRADA 32040 CHULLAY,233,Para envío al JEE,Acta con error aritmético,1776075769000,1776075785000,,1776192537000,2026-04-13 05:22,,,True
2138309100210,10,021383,91002,HUÁNUCO,LAURICOCHA,BAÑOS,IEP 32256 BAÑOS,220,Para envío al JEE,Acta con error aritmético,1776085651000,,,1776089059000,2026-04-13 08:07,,,False
2139009100210,10,021390,91002,HUÁNUCO,LAURICOCHA,BAÑOS,IEP 32256 BAÑOS,281,Para envío al JEE,Acta con error aritmético,1776115231000,1776115252000,,1776118868000,2026-04-13 16:20,,,False
2137209100110,10,021372,91001,HUÁNUCO,LAURICOCHA,JESÚS,IE JOSE VARALLANOS,300,Para envío al JEE,Acta con error aritmético,1776089224000,1776089495000,,1776095233000,2026-04-13 09:07,,,False
2137309100110,10,021373,91001,HUÁNUCO,LAURICOCHA,JESÚS,IE JOSE VARALLANOS,300,Para envío al JEE,"Acta con error aritmético, Acta ilegible",1776089225000,1776089339000,,1776095232000,2026-04-13 09:07,,,False
2137509100110,10,021375,91001,HUÁNUCO,LAURICOCHA,JESÚS,IEP 32264,277,Para envío al JEE,Acta impugnada,1776087557000,1776088152000,,1776095232000,2026-04-13 08:39,,,False
90245709100110,10,902457,91001,HUÁNUCO,LAURICOCHA,JESÚS,IEI FERMIN PABLO COZ MARTEL,248,Para envío al JEE,Acta con error aritmético,1776079236000,1776079526000,,1776087161000,2026-04-13 06:20,,,False
2143509100710,10,021435,91007,HUÁNUCO,LAURICOCHA,JIVIA,IE COLEGIO NACIONAL INTEGRADO PEDRO ARBUES BERNARDO PEÑA,282,Para envío al JEE,Acta con error aritmético,1776093059000,1776093511000,,1776094937000,2026-04-13 10:10,,,False
90246509100610,10,902465,91006,HUÁNUCO,LAURICOCHA,RONDOS,IE MANUEL MARTEL DIAZ - COSMA,172,Para envío al JEE,Acta con error aritmético,1776067435000,1776067449000,,1776086840000,2026-04-13 03:03,,,True
2140309100510,10,021403,91005,HUÁNUCO,LAURICOCHA,SAN MIGUEL DE CAURI,IE 32282 SAN MIGUEL CAURI,230,Para envío al JEE,Acta con error aritmético,1776120122000,1776120362000,,1776121844000,2026-04-13 17:42,,,False
2140509100510,10,021405,91005,HUÁNUCO,LAURICOCHA,SAN MIGUEL DE CAURI,IE 32282 SAN MIGUEL CAURI,291,Para envío al JEE,Acta con error aritmético,1776119408000,1776119733000,,1776121844000,2026-04-13 17:30,,,False
2140909100510,10,021409,91005,HUÁNUCO,LAURICOCHA,SAN MIGUEL DE CAURI,IE 32282 SAN MIGUEL CAURI,291,Para envío al JEE,Acta sin firmas,1776119423000,1776119738000,,1776121759000,2026-04-13 17:30,,,False
2141109100510,10,021411,91005,HUÁNUCO,LAURICOCHA,SAN MIGUEL DE CAURI,IE 32282 SAN MIGUEL CAURI,291,Para envío al JEE,"Acta con error aritmético, Acta con error aritmético, Acta ilegible",1776119426000,1776119489000,,1776121759000,2026-04-13 17:30,,,False
2141509100510,10,021415,91005,HUÁNUCO,LAURICOCHA,SAN MIGUEL DE CAURI,IE 32282 SAN MIGUEL CAURI,291,Para envío al JEE,Acta con error aritmético,1776119421000,1776119476000,,1776121759000,2026-04-13 17:30,,,False
2141609100510,10,021416,91005,HUÁNUCO,LAURICOCHA,SAN MIGUEL DE CAURI,IE 32282 SAN MIGUEL CAURI,290,Para envío al JEE,Acta sin firmas,1776119420000,1776119506000,,1776121760000,2026-04-13 17:30,,,False
2107709060810,10,021077,90608,HUÁNUCO,LEONCIO PRADO,CASTILLO GRANDE,IE INTEGRADO LOS LAURELES,300,Para envío al JEE,Acta con error aritmético,1776059357000,1776059374000,,1776119639000,2026-04-13 00:49,,,False
2087009060210,10,020870,90602,HUÁNUCO,LEONCIO PRADO,DANIEL ALOMÍA ROBLES,IE PUMAHUASI,300,Para envío al JEE,"Acta con error aritmético, Acta con error aritmético, Acta ilegible",1776050629000,1776050649000,,1776114677000,2026-04-12 22:23,,,False
2087909060210,10,020879,90602,HUÁNUCO,LEONCIO PRADO,DANIEL ALOMÍA ROBLES,IE 32492 ANTONIO RAYMONDI,284,Para envío al JEE,Acta incompleta,1776057563000,1776057579000,,1776114716000,2026-04-13 00:19,,,False
2089609060310,10,020896,90603,HUÁNUCO,LEONCIO PRADO,HERMILIO VALDIZÁN,IE SAN ISIDRO,294,Para envío al JEE,Acta con error aritmético,1776063563000,1776063587000,,1776114760000,2026-04-13 01:59,,,False
